00a562f2-50f2-4b16-bb65-5f1ae16fd857,d6b13409-685d-4efd-adc3-709f3384af1b,46,1,17:10:00,38.848134,121.511901
00a562f2-50f2-4b16-bb65-5f1ae16fd857,97190297-d697-4cdd-b8bb-1a7632f0f627,46,2,17:15:00,38.848908,121.517672
00a562f2-50f2-4b16-bb65-5f1ae16fd857,48ab7217-ecc6-42f9-a992-af0de895f4f4,46,3,17:25:00,38.859985,121.522783
00a562f2-50f2-4b16-bb65-5f1ae16fd857,44ed2e24-4811-477f-b5ff-186288f0220a,46,4,17:28:00,38.860706,121.52044
00a562f2-50f2-4b16-bb65-5f1ae16fd857,4296c618-c527-40aa-908f-ab08463d1ed8,46,5,17:35:00,38.886948,121.512231
0132b575-d1d9-41bb-8ad0-aac9d7f3fa6b,d27e3ea0-26ba-4f55-bb98-2a571de50794,25,1,18:05:00,38.887772,121.541217
0132b575-d1d9-41bb-8ad0-aac9d7f3fa6b,85ddd87a-8f4d-4148-9115-c19c48899922,25,2,18:07:00,38.887506,121.532515
0132b575-d1d9-41bb-8ad0-aac9d7f3fa6b,3ed57202-b37f-4373-88be-4b84a613f4ce,25,3,18:10:00,38.888129,121.545507
0132b575-d1d9-41bb-8ad0-aac9d7f3fa6b,6260a5bd-9a89-4b6f-9a8f-50100cbe9ac7,25,4,18:48:00,38.943983,121.5633
0132b575-d1d9-41bb-8ad0-aac9d7f3fa6b,9aa629c7-603c-421b-8a45-45d39ecd8968,25,5,19:00:00,38.955167,121.556496
0132b575-d1d9-41bb-8ad0-aac9d7f3fa6b,a9ffb608-416f-4659-8a04-ad68ed673a9c,25,6,19:15:00,38.9565,121.543646
0132b575-d1d9-41bb-8ad0-aac9d7f3fa6b,6a5e4aa9-29fa-4c6a-bf94-f0fab0bb7f9d,25,7,19:23:00,38.953758,121.53168
0132b575-d1d9-41bb-8ad0-aac9d7f3fa6b,2f1424f9-4c9c-421e-b33a-507dbd38b68d,25,8,19:25:00,38.954026,121.527134
016ff565-8008-45e3-b8b0-678fed9edffe,c5f93ace-2022-447e-8b3a-c0e538b81529,45,1,18:10:00,38.859639,121.526565
016ff565-8008-45e3-b8b0-678fed9edffe,5b2d4b60-70f2-4488-aea1-53edb0e53fe1,45,2,18:15:00,38.8599,121.519963
016ff565-8008-45e3-b8b0-678fed9edffe,a3106b56-9714-497b-b0b4-b1e4307d76c1,45,3,18:20:00,38.848081,121.511106
016ff565-8008-45e3-b8b0-678fed9edffe,7d493345-79e5-4734-93d4-5e5640707736,45,4,18:22:00,38.847629,121.502643
016ff565-8008-45e3-b8b0-678fed9edffe,1a0a1027-ff94-4a35-9b17-11edaf38ce97,45,5,18:30:00,38.859514,121.449187
016ff565-8008-45e3-b8b0-678fed9edffe,a3060445-a665-47cf-8017-f58ac323bf7a,45,6,18:55:00,38.990261,121.518758
016ff565-8008-45e3-b8b0-678fed9edffe,74da6180-a041-4448-a40d-8951f814c6d7,45,7,18:59:00,38.917009,121.432803
016ff565-8008-45e3-b8b0-678fed9edffe,1d7f6b8b-8981-47d1-b060-2f746cbb5a1a,45,8,19:15:00,38.975651,121.486676
016ff565-8008-45e3-b8b0-678fed9edffe,37930a74-f564-4d79-9b4d-4aef745e8960,45,9,19:20:00,38.990261,121.518758
01af401f-a606-4d18-9901-c2e9c64d59e5,7b0876a0-2fd2-43ed-94be-028642b15dcd,17,1,17:40:00,38.887604,121.533577
01af401f-a606-4d18-9901-c2e9c64d59e5,f0216cf6-6e65-4363-ae33-a935b2ab29a2,17,2,17:43:00,38.888054,121.544093
01af401f-a606-4d18-9901-c2e9c64d59e5,8aa552fa-c782-4757-b949-ae492ae580f6,17,3,17:45:00,38.888163,121.546528
01af401f-a606-4d18-9901-c2e9c64d59e5,46f6e076-e482-4801-8f76-f225ab8fbda7,17,4,18:20:00,38.980617,121.591309
01af401f-a606-4d18-9901-c2e9c64d59e5,39354e63-2ba4-4172-b234-59ee9b35d041,17,5,18:30:00,39.004576,121.596123
01af401f-a606-4d18-9901-c2e9c64d59e5,92a0dc59-dfdc-4759-bced-d746eab92872,17,6,18:50:00,39.033157,121.652809
01af401f-a606-4d18-9901-c2e9c64d59e5,a566e550-b660-45df-88ef-e3c5477da9a3,17,7,18:55:00,39.04006,121.66432
05314b86-d3dc-444c-b758-0bd04ff4c1d2,5b4052f1-706d-48a7-9d9d-74e613d42d35,47,1,17:07:00,38.8877,121.535318
05314b86-d3dc-444c-b758-0bd04ff4c1d2,fc4d1f5d-2141-4bbf-acdf-531b041178cb,47,2,17:11:00,38.887857,121.539472
05314b86-d3dc-444c-b758-0bd04ff4c1d2,1c8322d7-ea1a-42fe-be3d-83cfc10d8196,47,3,17:15:00,38.888051,121.544049
